Sno,Htno,Subcode,Subname,Internals,Grade,Credits
4401,24JD1A45A3,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
4402,24JD1A45A3,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,21,C,1.5
4403,24JD1A45A3,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,D,1.5
4404,24JD1A45A3,R2321057,PYTHON PROGRAMMING LAB,22,B,2
4405,24JD1A45A3,R2321451,DATABASE MANAGEMENT SYSTEMS,16,F,0
4406,24JD1A45A4,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,D,3
4407,24JD1A45A4,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4408,24JD1A45A4,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,F,0
4409,24JD1A45A4,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
4410,24JD1A45A4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
4411,24JD1A45A4,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,C,1.5
4412,24JD1A45A4,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
4413,24JD1A45A4,R2321057,PYTHON PROGRAMMING LAB,23,B,2
4414,24JD1A45A4,R2321451,DATABASE MANAGEMENT SYSTEMS,17,F,0
4415,24JD1A45A5,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,C,3
4416,24JD1A45A5,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
4417,24JD1A45A5,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,C,3
4418,24JD1A45A5,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,C,3
4419,24JD1A45A5,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,D,3
4420,24JD1A45A5,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,B,1.5
4421,24JD1A45A5,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,B,1.5
4422,24JD1A45A5,R2321057,PYTHON PROGRAMMING LAB,29,A,2
4423,24JD1A45A5,R2321451,DATABASE MANAGEMENT SYSTEMS,27,D,3
4424,24JD1A45A6,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,B,3
4425,24JD1A45A6,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4426,24JD1A45A6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,D,3
4427,24JD1A45A6,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,C,3
4428,24JD1A45A6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,C,3
4429,24JD1A45A6,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,A,1.5
4430,24JD1A45A6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,C,1.5
4431,24JD1A45A6,R2321057,PYTHON PROGRAMMING LAB,30,A,2
4432,24JD1A45A6,R2321451,DATABASE MANAGEMENT SYSTEMS,19,E,3
4433,24JD1A45A7,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,B,3
4434,24JD1A45A7,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4435,24JD1A45A7,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,B,3
4436,24JD1A45A7,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,D,3
4437,24JD1A45A7,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
4438,24JD1A45A7,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,B,1.5
4439,24JD1A45A7,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,A,1.5
4440,24JD1A45A7,R2321057,PYTHON PROGRAMMING LAB,28,A,2
4441,24JD1A45A7,R2321451,DATABASE MANAGEMENT SYSTEMS,20,D,3
4442,24JD1A45A8,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,B,3
4443,24JD1A45A8,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
4444,24JD1A45A8,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
4445,24JD1A45A8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,B,3
4446,24JD1A45A8,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
4447,24JD1A45A8,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,23,B,1.5
4448,24JD1A45A8,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
4449,24JD1A45A8,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4450,24JD1A45A8,R2321451,DATABASE MANAGEMENT SYSTEMS,20,E,3
4451,24JD1A45A9,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,A,3
4452,24JD1A45A9,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
4453,24JD1A45A9,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,C,3
4454,24JD1A45A9,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,D,3
4455,24JD1A45A9,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,D,3
4456,24JD1A45A9,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,27,A,1.5
4457,24JD1A45A9,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,B,1.5
4458,24JD1A45A9,R2321057,PYTHON PROGRAMMING LAB,23,A,2
4459,24JD1A45A9,R2321451,DATABASE MANAGEMENT SYSTEMS,21,D,3
4460,24JD1A45B0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,B,3
4461,24JD1A45B0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
4462,24JD1A45B0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,D,3
4463,24JD1A45B0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,D,3
4464,24JD1A45B0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
4465,24JD1A45B0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,B,1.5
4466,24JD1A45B0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
4467,24JD1A45B0,R2321057,PYTHON PROGRAMMING LAB,29,S,2
4468,24JD1A45B0,R2321451,DATABASE MANAGEMENT SYSTEMS,19,E,3
4469,24JD1A45B3,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,C,3
4470,24JD1A45B3,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4471,24JD1A45B3,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,C,3
4472,24JD1A45B3,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,D,3
4473,24JD1A45B3,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,E,3
4474,24JD1A45B3,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,24,C,1.5
4475,24JD1A45B3,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,F,0
4476,24JD1A45B3,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4477,24JD1A45B3,R2321451,DATABASE MANAGEMENT SYSTEMS,19,E,3
4478,24JD1A45B4,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,D,3
4479,24JD1A45B4,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
4480,24JD1A45B4,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,F,0
4481,24JD1A45B4,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,B,3
4482,24JD1A45B4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,D,3
4483,24JD1A45B4,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,28,A,1.5
4484,24JD1A45B4,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,A,1.5
4485,24JD1A45B4,R2321057,PYTHON PROGRAMMING LAB,24,A,2
4486,24JD1A45B4,R2321451,DATABASE MANAGEMENT SYSTEMS,19,D,3
4487,24JD1A45B5,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,C,3
4488,24JD1A45B5,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
4489,24JD1A45B5,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,C,3
4490,24JD1A45B5,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,D,3
4491,24JD1A45B5,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
4492,24JD1A45B5,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,F,0
4493,24JD1A45B5,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
4494,24JD1A45B5,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4495,24JD1A45B5,R2321451,DATABASE MANAGEMENT SYSTEMS,19,D,3
4496,24JD1A45B6,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,D,3
4497,24JD1A45B6,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4498,24JD1A45B6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,E,3
4499,24JD1A45B6,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,E,3
4500,24JD1A45B6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
4501,24JD1A45B6,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,C,1.5
4502,24JD1A45B6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
4503,24JD1A45B6,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4504,24JD1A45B6,R2321451,DATABASE MANAGEMENT SYSTEMS,19,F,0
4505,24JD1A45B7,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,27,D,3
4506,24JD1A45B7,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
4507,24JD1A45B7,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,D,3
4508,24JD1A45B7,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,D,3
4509,24JD1A45B7,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
4510,24JD1A45B7,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,C,1.5
4511,24JD1A45B7,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,29,S,1.5
4512,24JD1A45B7,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4513,24JD1A45B7,R2321451,DATABASE MANAGEMENT SYSTEMS,17,E,3
4514,24JD1A45B8,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,E,3
4515,24JD1A45B8,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4516,24JD1A45B8,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
4517,24JD1A45B8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,D,3
4518,24JD1A45B8,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
4519,24JD1A45B8,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,B,1.5
4520,24JD1A45B8,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
4521,24JD1A45B8,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4522,24JD1A45B8,R2321451,DATABASE MANAGEMENT SYSTEMS,17,E,3
4523,24JD1A45B9,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,C,3
4524,24JD1A45B9,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
4525,24JD1A45B9,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,D,3
4526,24JD1A45B9,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,E,3
4527,24JD1A45B9,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
4528,24JD1A45B9,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,26,B,1.5
4529,24JD1A45B9,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,C,1.5
4530,24JD1A45B9,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4531,24JD1A45B9,R2321451,DATABASE MANAGEMENT SYSTEMS,19,D,3
4532,24JD1A45C0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,C,3
4533,24JD1A45C0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
4534,24JD1A45C0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,D,3
4535,24JD1A45C0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,C,3
4536,24JD1A45C0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,C,3
4537,24JD1A45C0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,23,B,1.5
4538,24JD1A45C0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,B,1.5
4539,24JD1A45C0,R2321057,PYTHON PROGRAMMING LAB,22,A,2
4540,24JD1A45C0,R2321451,DATABASE MANAGEMENT SYSTEMS,21,D,3
4541,24JD1A45C1,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,C,3
4542,24JD1A45C1,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
4543,24JD1A45C1,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,D,3
4544,24JD1A45C1,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
4545,24JD1A45C1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
4546,24JD1A45C1,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,B,1.5
4547,24JD1A45C1,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,B,1.5
4548,24JD1A45C1,R2321057,PYTHON PROGRAMMING LAB,23,A,2
4549,24JD1A45C1,R2321451,DATABASE MANAGEMENT SYSTEMS,19,E,3
4550,24JD1A45C2,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,B,3
4551,24JD1A45C2,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4552,24JD1A45C2,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,E,3
4553,24JD1A45C2,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,D,3
4554,24JD1A45C2,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,E,3
4555,24JD1A45C2,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,21,F,0
4556,24JD1A45C2,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
4557,24JD1A45C2,R2321057,PYTHON PROGRAMMING LAB,23,B,2
4558,24JD1A45C2,R2321451,DATABASE MANAGEMENT SYSTEMS,17,E,3
4559,24JD1A45C3,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,F,0
4560,24JD1A45C3,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4561,24JD1A45C3,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,C,3
4562,24JD1A45C3,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,D,3
4563,24JD1A45C3,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
4564,24JD1A45C3,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,26,B,1.5
4565,24JD1A45C3,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,A,1.5
4566,24JD1A45C3,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4567,24JD1A45C3,R2321451,DATABASE MANAGEMENT SYSTEMS,19,D,3
4568,24JD1A45C4,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,C,3
4569,24JD1A45C4,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
4570,24JD1A45C4,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,E,3
4571,24JD1A45C4,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
4572,24JD1A45C4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
4573,24JD1A45C4,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,C,1.5
4574,24JD1A45C4,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
4575,24JD1A45C4,R2321057,PYTHON PROGRAMMING LAB,24,B,2
4576,24JD1A45C4,R2321451,DATABASE MANAGEMENT SYSTEMS,16,F,0
4577,24JD1A45C5,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,D,3
4578,24JD1A45C5,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
4579,24JD1A45C5,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,C,3
4580,24JD1A45C5,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,D,3
4581,24JD1A45C5,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
4582,24JD1A45C5,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,B,1.5
4583,24JD1A45C5,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,D,1.5
4584,24JD1A45C5,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4585,24JD1A45C5,R2321451,DATABASE MANAGEMENT SYSTEMS,16,F,0
4586,24JD1A45C6,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,B,3
4587,24JD1A45C6,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4588,24JD1A45C6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,F,0
4589,24JD1A45C6,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,E,3
4590,24JD1A45C6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
4591,24JD1A45C6,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,B,1.5
4592,24JD1A45C6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,D,1.5
4593,24JD1A45C6,R2321057,PYTHON PROGRAMMING LAB,23,A,2
4594,24JD1A45C6,R2321451,DATABASE MANAGEMENT SYSTEMS,17,E,3
4595,24JD1A45C7,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,C,3
4596,24JD1A45C7,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
4597,24JD1A45C7,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,E,3
4598,24JD1A45C7,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
4599,24JD1A45C7,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
4600,24JD1A45C7,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,23,B,1.5
4601,24JD1A45C7,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,A,1.5
4602,24JD1A45C7,R2321057,PYTHON PROGRAMMING LAB,24,A,2
4603,24JD1A45C7,R2321451,DATABASE MANAGEMENT SYSTEMS,17,E,3
4604,24JD1A45C8,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
4605,24JD1A45C8,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
4606,24JD1A45C8,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,D,3
4607,24JD1A45C8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,C,3
4608,24JD1A45C8,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
4609,24JD1A45C8,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,B,1.5
4610,24JD1A45C8,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
4611,24JD1A45C8,R2321057,PYTHON PROGRAMMING LAB,24,A,2
4612,24JD1A45C8,R2321451,DATABASE MANAGEMENT SYSTEMS,19,E,3
4613,24JD1A45C9,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,C,3
4614,24JD1A45C9,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
4615,24JD1A45C9,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,D,3
4616,24JD1A45C9,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,E,3
4617,24JD1A45C9,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
4618,24JD1A45C9,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,23,C,1.5
4619,24JD1A45C9,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
4620,24JD1A45C9,R2321057,PYTHON PROGRAMMING LAB,25,A,2
4621,24JD1A45C9,R2321451,DATABASE MANAGEMENT SYSTEMS,18,E,3
4622,24JD1A45D0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,C,3
4623,24JD1A45D0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
4624,24JD1A45D0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
4625,24JD1A45D0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,15,C,3
4626,24JD1A45D0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
4627,24JD1A45D0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,F,0
4628,24JD1A45D0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,10,F,0
4629,24JD1A45D0,R2321057,PYTHON PROGRAMMING LAB,24,A,2
4630,24JD1A45D0,R2321451,DATABASE MANAGEMENT SYSTEMS,15,E,3
4631,24JD1A45D1,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,B,3
4632,24JD1A45D1,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
4633,24JD1A45D1,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,C,3
4634,24JD1A45D1,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,C,3
4635,24JD1A45D1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,B,3
4636,24JD1A45D1,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,29,S,1.5
4637,24JD1A45D1,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,29,A,1.5
4638,24JD1A45D1,R2321057,PYTHON PROGRAMMING LAB,29,A,2
4639,24JD1A45D1,R2321451,DATABASE MANAGEMENT SYSTEMS,20,B,3
4640,24JD1A45D2,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,C,3
4641,24JD1A45D2,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
4642,24JD1A45D2,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,D,3
4643,24JD1A45D2,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
4644,24JD1A45D2,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
4645,24JD1A45D2,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,C,1.5
4646,24JD1A45D2,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,B,1.5
4647,24JD1A45D2,R2321057,PYTHON PROGRAMMING LAB,24,B,2
4648,24JD1A45D2,R2321451,DATABASE MANAGEMENT SYSTEMS,22,E,3
4649,24JD5A0203,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,B,3
4650,24JD5A0203,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,16,E,3
4651,24JD5A0203,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,17,D,3
4652,24JD5A0203,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,27,S,1.5
4653,24JD5A0203,R2321026,DCMACHINES&TRANSFORMERS LAB,15,B,1.5
4654,24JD5A0203,R2321027,DATA STRUCTURES LAB,27,S,2
4655,24JD5A0204,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,20,D,3
4656,24JD5A0207,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,24,B,3
4657,24JD5A0208,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,20,ABSENT,0
4658,24JD5A0208,R2321022,ELECTRO MAGNETIC FIELD THEORY,20,ABSENT,0
4659,24JD5A0208,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,20,ABSENT,0
4660,24JD5A0208,R2321024,DC MACHINES & TRANSFORMERS,20,ABSENT,0
4661,24JD5A0209,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,20,F,0
4662,24JD5A0217,R2321022,ELECTRO MAGNETIC FIELD THEORY,20,F,0
4663,24JD5A0217,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0
4664,24JD5A0218,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,19,E,3
4665,24JD5A0218,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,19,F,0
4666,24JD5A0219,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,20,ABSENT,0
4667,24JD5A0219,R2321022,ELECTRO MAGNETIC FIELD THEORY,20,ABSENT,0
4668,24JD5A0219,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,20,ABSENT,0
4669,24JD5A0219,R2321024,DC MACHINES & TRANSFORMERS,20,ABSENT,0
4670,24JD5A0305,R2321031,NUMERICAL METHODS AND TRANSFORM TECHNIQU,17,F,0
4671,24JD5A0305,R2321034,MATERIAL SCIENCE AND METALLURGY,21,F,0
4672,24JD5A0402,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,F,0
4673,24JD5A0402,R2321042,SIGNALS AND SYSTEMS,21,C,3
4674,24JD5A0403,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,16,F,0
4675,24JD5A0404,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,F,0
4676,24JD5A0405,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,20,E,3
4677,24JD5A0405,R2321042,SIGNALS AND SYSTEMS,18,F,0
4678,24JD5A0406,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,20,F,0
4679,24JD5A0407,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,C,3
